Writing_Speed_wpm,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,Gender,Age,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15
27,0.7298676676409566,0.6706015186663119,0.6500920529009513,0.840329188500432,0.5484328220736413,Female,48,0.4530046726328621,0.2299746542650719,0.5473515142659594,0.4295966158403838,0.1811197498410912,0.4861117866064417,0.159907726791317,0.3488556608279497,0.20725967844379,0.7123151868083951,0.3895133141536425,0.1812143664244695,0.9131185574117192,0.2431772067403552,0.9961511641278216
32,0.5346904242298134,0.0673522309307075,0.2956150752256349,0.7694669246943564,0.7838393636593923,Other,34,0.2384542015559677,0.5822375557392757,0.4531069012992026,0.810920160417641,0.3981030880277947,0.1342307430230268,0.2701726454469745,0.5077067863419144,0.92904475528107,0.5894632518452948,0.9602967680741964,0.5219610972972655,0.193971559225779,0.2162109543977319,0.1732217039132293
18,0.1815638643466472,0.3842675150076421,0.0743889904724796,0.0168845876551513,0.5138583636113463,Female,18,0.8396473305115314,0.3072723685315265,0.6556849479217516,0.7962307140204884,0.258289942943995,0.5738276946905049,0.5291468640133087,0.0292547206661456,0.5026123577651582,0.496482805010988,0.488246696231549,0.7483262645657776,0.8016932024751111,0.058133224406505,0.3289890948417426
29,0.398635523898048,0.0442220542256276,0.4336675605288924,0.4699796133347724,0.8995990953037692,Male,30,0.1984905644805573,0.4720935716905529,0.9295424086977736,0.8983891523738201,0.7560802528911474,0.2253834167616807,0.7814912968168195,0.3608485044379167,0.2415865424147019,0.4294784404599645,0.7740742450440148,0.7431086739626737,0.9397451872816648,0.9926915803499502,0.9398672324554068
30,0.3448437414731502,0.5330088378164101,0.2133713604767805,0.251364957758308,0.0153912616040265,Other,54,0.0753721222031603,0.1591047362691802,0.7941797938333591,0.7069747959806197,0.6373018964585597,0.4979656645631218,0.3987488847051006,0.0053992247848858,0.9476877587079958,0.0559974120151574,0.5778889687430405,0.1281355333436512,0.2274182408586175,0.1607408525788776,0.2686462527061126
25,0.7695420055336905,0.7238410349881897,0.2655377817464751,0.7333813536938634,0.0421585811763893,Female,44,0.1194434622384915,0.4932031383202024,0.3508799987766382,0.8067674664037198,0.0980126643723378,0.0542009180279275,0.5583889739246568,0.4455600586603565,0.8192965754299367,0.978496988508738,0.1785472065757393,0.275566717043886,0.3913532130795706,0.0811507749725316,0.0968208709146698
26,0.4735319863775207,0.0442346507220517,0.920673907837316,0.378801389540623,0.1674817378029636,Female,27,0.8777026048880873,0.8822771182592514,0.0604488556455734,0.2912357792757385,0.2958332506737584,0.7714439748285455,0.4505656486548488,0.5606080073386698,0.3914050130211658,0.3922205233859633,0.933465723620302,0.9849618676189984,0.8379823701378549,0.843934536052661,0.2007064159250827
20,0.0761168771963413,0.8390551760909584,0.8634357844761807,0.977037472295644,0.1577869976233992,Female,32,0.8667109920894249,0.1491057028638264,0.1000935175959175,0.7441219993048158,0.8353173201628491,0.8909244619851809,0.4341697303860162,0.5690364080522848,0.5272122689441622,0.1262184290853868,0.5370178350095492,0.056441914359549,0.90340511847008,0.8168842002705465,0.6555786472433982
56,0.7015290788843603,0.9505333744053855,0.3055471273958868,0.6872423648069309,0.5557839169573081,Male,33,0.6020762098906344,0.7584603389665341,0.641822844504423,0.0247324588292167,0.6058152476846025,0.4719974901579374,0.3874763881247222,0.9763575674246724,0.0380800883217469,0.3217687292843212,0.2645685641235072,0.5656706843229272,0.4334941293870086,0.2068049115982623,0.8907347054978372
57,0.0241352066126938,0.0506877043015525,0.8350279241038178,0.6695663066079517,0.1961739324594644,Other,54,0.769515264137201,0.2108274751647546,0.4381860567191987,0.1406862704980969,0.3331590269254763,0.900999644489733,0.1522707450676035,0.5672284008254957,0.761533124824196,0.4554648248951289,0.331605487092159,0.0606953996659335,0.6285770145905573,0.9307774358271728,0.9664251617973276
34,0.6843716713784903,0.0768266294867731,0.2646832550671242,0.3436741914158929,0.4345349301955498,Male,22,0.6096674355167313,0.0764864569028491,0.513504167701628,0.9325202537967492,0.9007931773274236,0.6640953649849674,0.4040091479477278,0.8835660567649564,0.075303511630516,0.2894373065559819,0.9507931540503362,0.7346672459328137,0.721987796075994,0.584979778497756,0.0928003893632082
46,0.6028609368739161,0.7319486205053791,0.7814568716063709,0.0850500517872522,0.226912718953122,Male,46,0.1801841624343965,0.8209645628496651,0.7921210259708487,0.1093323217072439,0.1853075451674835,0.7219573503116614,0.3499023130837024,0.312853005930218,0.7129235810532139,0.7578730512810194,0.9282704373646928,0.3190185444540846,0.2587456871182478,0.2808180605277263,0.0852660915882886
45,0.6861770575899097,0.1344935480616129,0.7918600416431086,0.2417658994514796,0.3752912288225044,Female,28,0.630642389136425,0.7855549537612742,0.916293335114304,0.8965833540822745,0.7061204944034577,0.4871473840809815,0.554743128984667,0.2326326944920046,0.2617391046918137,0.8912664174674569,0.3264479242067458,0.8383321135652574,0.5143130778693576,0.9866483103881976,0.8292712480155583
44,0.8623600058895711,0.5137729228170963,0.6055294291247929,0.1334657853929872,0.3887779037957387,Other,35,0.948391770807219,0.6607895275172321,0.1427263804615137,0.5960540820462751,0.4740263686985322,0.2551134604298143,0.1159642708693589,0.0513133174637189,0.0634068227111375,0.2701727476638503,0.688687784102124,0.1565821584497627,0.9834839983355366,0.4833815686391635,0.9301292777410636
16,0.298692778626806,0.568428591632464,0.7093788783494404,0.7776766211252394,0.15805742769238,Other,22,0.9801030887760178,0.551003756795859,0.7645090535707334,0.2835073553105999,0.0172210525538553,0.6657170881367244,0.7044923970702396,0.1122187742076754,0.6619610536598352,0.897917531902026,0.3828905446208667,0.3136918076013776,0.1555310954698725,0.8516758233638174,0.6960272189558673
48,0.6830863778670934,0.0237362607203992,0.8192465642836799,0.0964380017692885,0.3305526544132362,Female,41,0.4265127549859582,0.5899687939449763,0.7088813135316256,0.4778185747194143,0.5326241201581144,0.5639434151627841,0.6709347406229954,0.6875797633240864,0.1148030337205514,0.5814293911370022,0.0351508340994179,0.0920702781571536,0.2836900143758957,0.8320433459224457,0.4762452187955224
26,0.3828346646164807,0.9884453471815232,0.50763033400724,0.4716709952130682,0.4722975733132187,Male,51,0.4296709991931229,0.7016740059679423,0.8541172890162668,0.5276865284587051,0.3544077218816895,0.0812295569205051,0.0819508229604557,0.4461008310740489,0.3449684599918738,0.5605706363205929,0.8563034971954959,0.7152831720223053,0.898327205016656,0.3411769042159757,0.9733605626045968
42,0.3596858822922661,0.0407442879603791,0.2442356031790455,0.4377185835409451,0.3566344823296238,Female,56,0.1316119664724261,0.8972113530017487,0.0189520057790845,0.2911050679870335,0.9062251493232774,0.7256483725746297,0.6255865353424991,0.4817573621592129,0.3610952828121885,0.6217528457179168,0.0303688545743021,0.4399121768954241,0.6857070093913353,0.1027632905729609,0.1522274525941434
29,0.6420212920400457,0.3621619904603251,0.8983913217572123,0.0516097404581132,0.4713513242843525,Male,46,0.1253143766137918,0.6547878768311384,0.6726867584192147,0.015536971854517,0.6199340373963504,0.5232486821559061,0.6617619504112466,0.5049219030137126,0.6261298872171502,0.9147439323997302,0.1534634761796685,0.5469252033924649,0.7322876965655728,0.647475050762554,0.1220608970174168
12,0.7184227762270975,0.4613734218817347,0.8023188325309683,0.1950667516271615,0.3559508977641563,Female,44,0.5642753482494394,0.5161667059498584,0.1522632157806749,0.6973173087168836,0.2156922897957873,0.5102235054437083,0.9465029007236636,0.2709463181903746,0.1874561404799209,0.0729421637200682,0.3675349863788817,0.050090340757664,0.9588910014343108,0.8428097588789069,0.083640306880573
56,0.3962274581213456,0.0294366949729699,0.2919449761195504,0.5406476863630133,0.5502747071184804,Female,29,0.3162805620404401,0.2817399755923201,0.7583956979533577,0.0933115539474688,0.2184856800130149,0.7928352235357745,0.3175912927254837,0.8878848428558309,0.7575336085966985,0.1958366501851144,0.3021007745735308,0.330942530191194,0.904559908657376,0.787188480024417,0.9131592219522966
34,0.3201063713536606,0.336173787178089,0.9524133543875496,0.6278651970709199,0.4976471291880794,Female,32,0.8241134601211034,0.4735618003474162,0.5962390519539619,0.0537213352823775,0.4835505243607032,0.4242552580029541,0.7001568544675042,0.8341104079105615,0.0445941581964109,0.365464998740589,0.9619334729758342,0.6621184857079344,0.3550494627780266,0.9540919439948762,0.3664974280988384
27,0.8016960821142253,0.9609253702651038,0.5936574782833455,0.6517359787213909,0.5324181192132208,Female,23,0.0282883741846677,0.8812628602801634,0.7543845923290974,0.5316845380221356,0.7847629136759806,0.864356350668745,0.4535708590483602,0.1500806293093343,0.0038644778662506,0.9083866373537496,0.3607543647971146,0.3050158593242635,0.4243898582365935,0.1804629984014808,0.80512252649049
56,0.9644651665450712,0.763075985221628,0.2290656917463598,0.6920352844979192,0.6694977771668456,Other,41,0.8856571191917009,0.7837621292768953,0.116733835772456,0.8316714151608859,0.4859880336668114,0.4703514935464047,0.4600958390897137,0.176449649216127,0.8791153838841859,0.257132938194836,0.8113075420085935,0.7523409856776251,0.9287827811547412,0.9289148218773507,0.3019968137288441
13,0.1636509828359158,0.6735176032505311,0.7786451623864006,0.0965922658135834,0.5272473289156321,Other,24,0.8506149878017157,0.0147472753412172,0.7030517939184188,0.1130442841048827,0.9039700547971478,0.3047159239106667,0.1627528586725642,0.4309220824680706,0.1213565443929903,0.5280920630475183,0.4667073408866432,0.7752377070065506,0.7021978046521751,0.8722449918759464,0.9095427873957378
43,0.4427661935415284,0.3926787532024128,0.2078907757091277,0.7884560250047906,0.9068696255745728,Male,59,0.8868684333541875,0.5040313448033441,0.2954706926924699,0.1829904582830422,0.6686180992076854,0.7645885943204503,0.4277091100709982,0.9603225939314346,0.434132365873611,0.8225713229957402,0.5018638862606384,0.3238176716059494,0.4115374244616492,0.6242960300941367,0.7839807057584343
43,0.0807672430307387,0.5654887164388295,0.0641049362761025,0.4837004322954703,0.0877629305655882,Male,57,0.3345186276203953,0.2802125292065927,0.6935087458672454,0.1800206863027572,0.9515877159183356,0.9537037774104904,0.1889185689972726,0.0800395598164376,0.3212619712436899,0.0740258311877387,0.5853951582594789,0.410398710383294,0.5155455400528224,0.4171474663092562,0.013595671806476
27,0.8396009489346267,0.5617321303732565,0.3953979207801277,0.0336859567993733,0.0445678128372409,Female,54,0.3498763301222942,0.9318664996044248,0.2879417312664468,0.4076945706778944,0.3883442919293141,0.8658420992567172,0.0809875101837791,0.7218372953884312,0.8974222128192981,0.7192353760124908,0.5781204719231043,0.981078051229574,0.6554248776839164,0.4860649869358296,0.6743487399984872
11,0.9004098273377297,0.488797266838434,0.7279103167416592,0.5306801651237776,0.8874321459572732,Male,45,0.3848783249870723,0.2487747589299361,0.7413517834698862,0.4088290610708096,0.2858514317131602,0.7354449175991286,0.6486973718946092,0.5289996970130044,0.2507862834159711,0.5678376451112184,0.0448561706687388,0.9368155798524568,0.9948950141462274,0.0941015436408039,0.9072382400396388
47,0.290405243740039,0.7189107109107353,0.777755990180241,0.4399371575872681,0.3495880427098119,Other,24,0.2883758893958219,0.905908325976072,0.6885620569397204,0.8127592524071697,0.5882421313425196,0.7738955921441822,0.544287367502008,0.2598088339661299,0.6401895997801731,0.5486999618280523,0.1707583089734784,0.2236278126098979,0.8469936094727423,0.7913491315332438,0.7939527997254421
32,0.0485439873486274,0.0259124308456236,0.0214166910631316,0.9213475398273284,0.5199217055514178,Other,42,0.7456483147190672,0.3647287082758762,0.9496998626383852,0.646442838878267,0.3201970398596001,0.2343813539816756,0.9178542372019304,0.4677424956856535,0.4566738071082912,0.8526435056869021,0.3039906181517919,0.7676208122417605,0.8856414760506466,0.7498053085512267,0.2602485949567212
23,0.9559341236603796,0.9184668362684008,0.6572965352880608,0.8613071722079768,0.4858207311658206,Male,57,0.1034375429109992,0.4208734200511554,0.8436854588736687,0.1516017649721039,0.1259546290674066,0.0268699382714153,0.547242243933216,0.1755075290770872,0.4884164368130221,0.3606651478115092,0.2521707910209192,0.8678277770400742,0.3772036434752354,0.5254063254235991,0.922724646788556
46,0.7091568364729005,0.4311089694760196,0.9837718199987602,0.9272310577558056,0.5154243311385214,Male,46,0.4434249666089053,0.7145481691303787,0.2147918816528037,0.7973293352265551,0.7888580244823059,0.4292254654611538,0.1738828576657024,0.1044203020418507,0.6686184902765849,0.8107295496440664,0.8322862341661033,0.0202896725836216,0.3835649328148087,0.6528369137349573,0.7530466597312803
53,0.4910724694165554,0.7844761537339763,0.7921956887090831,0.4137733897990645,0.726597821660235,Other,30,0.1963312253283524,0.3275988079859139,0.8376416605530551,0.4536887681497276,0.8109396793835115,0.824806249193379,0.631395201495766,0.7597815633836132,0.0618363652269432,0.134215190462424,0.9969889690099928,0.5901091687639686,0.9407545971415968,0.2954776291477056,0.6777731768257497
39,0.4740207460061095,0.6847448172918764,0.8595915376636076,0.7921388845460479,0.4589990994104976,Male,20,0.902093025088283,0.376733594423266,0.5297270866452264,0.8963501085163524,0.7188778285204935,0.6138668879311056,0.7709079568615591,0.5663455378444173,0.9000723433778767,0.9262891333470012,0.1050278252519598,0.8175866518652876,0.2070452771457908,0.0379218630219129,0.3625859819259132
49,0.172054364866493,0.5468416266721674,0.5823371597517872,0.2825418178919974,0.0997933810320136,Female,54,0.3706036359645087,0.2807289991785647,0.7847872007511147,0.1695543819691207,0.951926447620704,0.7600376213917337,0.4921284628256479,0.0835689150962943,0.8872046291524587,0.1591660769533732,0.3983323056793931,0.573843975506835,0.7931850755982918,0.2095766554714569,0.6139606768261842
11,0.6290467251768841,0.3344270548586906,0.2676052790929955,0.9317047547508144,0.8739822118111538,Male,53,0.954016060419415,0.2130068212853609,0.0730272527714822,0.9144305713822812,0.3470943047742192,0.487195504837153,0.9340192832736446,0.2384309315568931,0.0160670214430931,0.4776293736890432,0.4370987380498625,0.065158836606469,0.8225375140882011,0.3281358766625617,0.8578327083210444
60,0.7438675339476049,0.7995662258705974,0.3677817829661174,0.4448533141649083,0.7653519515661169,Other,39,0.6226050157991305,0.93761140679118,0.8881299816471516,0.2162577861978106,0.875848208279581,0.6577703796432799,0.5025202839390139,0.5401276238507197,0.4492618761598275,0.744906336169237,0.0810870899221474,0.8938344534148981,0.1453180982082954,0.4458917385617748,0.165133598362098
41,0.7823520087032172,0.8405373275577245,0.5673951857202406,0.4687764415697563,0.8752250882010872,Female,55,0.9138047658395936,0.6662770343508203,0.3781356306774538,0.8459008855133743,0.4678850007776485,0.2264716070598342,0.5468223277131887,0.956097199694675,0.090390365527981,0.9211993843636972,0.0182642332823744,0.0790882225515663,0.3638828977912669,0.7564720268551605,0.977596786299081
53,0.158748793522642,0.3241959958613732,0.4395238914084272,0.875153751280988,0.6857479596665652,Female,44,0.1771622334637863,0.0862818307497984,0.6305442008932828,0.7404618327621592,0.8916700507918339,0.9633764325365152,0.1828055130115154,0.8689527685021412,0.6640686284668447,0.2705221826624362,0.4690684854978991,0.7595169627036813,0.5086451657236213,0.13756766194304,0.4182588687314906
46,0.1217545324827051,0.8997923693908528,0.9289636922220368,0.3318721014363196,0.6798187954718825,Female,43,0.3323887565495937,0.07303554080485,0.2455332764224672,0.4223778660503205,0.5871769797290467,0.9955233663075544,0.4568822850577344,0.7589215251918877,0.9605023305833468,0.6598479189234803,0.9719807482686784,0.2835767880630913,0.4435001561399514,0.0420996710363668,0.9343005403852012
58,0.4454690904211869,0.395262006083839,0.7545185224573341,0.7991185012165032,0.665835983732961,Female,35,0.1874589355450385,0.6902295007268933,0.3354467801761629,0.0933384920827424,0.703369112976433,0.6176756279779699,0.2890713866718581,0.5424089743596632,0.581976657968301,0.753928056627502,0.071563993357536,0.9255516174979156,0.2363070686360895,0.7599411296108154,0.9494912085604602
52,0.98993807821229,0.9336863107257208,0.9559700002752176,0.0732523892964768,0.2842492796285544,Male,48,0.6869770468906914,0.9618727565754048,0.7957252654889773,0.9404904389993772,0.8797901376131612,0.4646198387872543,0.2084538281215965,0.5106705814575169,0.0669657463660203,0.6478736217074601,0.3851513283264144,0.0786643675057648,0.0719717203418354,0.2854955857686163,0.3292029788289079
40,0.5167434147169513,0.8487041076700549,0.9262038455216486,0.13248965751558,0.9999987157626896,Female,22,0.3486372419184955,0.7138060075237438,0.9250627288482304,0.9241019536426002,0.4464737959125996,0.1645162266329393,0.2171186049221367,0.285639813190726,0.2237399688936857,0.0513118099401433,0.8793849334154566,0.4901543586004967,0.6884625704129518,0.9923895346920052,0.0986532434382765
35,0.6191661457530628,0.4159785071954279,0.8576288567780719,0.2134907561590893,0.0505666320633564,Male,45,0.2473509738322004,0.8995493659230125,0.9782833604129052,0.2330780836702883,0.1513820272978383,0.6249833525798195,0.1157972361385965,0.9134949219338816,0.1320220687453792,0.2592120422516331,0.1853184326021717,0.7037351442545905,0.8090813178082455,0.6069513116129557,0.0393169471164842
41,0.4309529893317875,0.7213901029215786,0.1856520308972306,0.9008345009279948,0.98167824282122,Other,30,0.1712333122469694,0.9531436289995524,0.7704209717330881,0.0171554724407286,0.1972843449668418,0.2991523247992024,0.787346788202953,0.7768268121003791,0.6197683305940862,0.7217999065820737,0.0611903145813479,0.5799963505954561,0.66853882972548,0.3119593983554704,0.5717081851307811
14,0.4611589159461156,0.6862389860325887,0.4967905709184491,0.0470268126501359,0.5984578644411827,Male,39,0.1968402231239776,0.0691249263683944,0.453028586224188,0.7334589226508406,0.6016822283498254,0.0863943883975769,0.1352607314046857,0.2801083090230222,0.7966565340666135,0.3691564037266541,0.7005545012101273,0.5320872925410407,0.6951684430412666,0.6613189960172694,0.5545102148062632
34,0.6790899951799003,0.0243694291388396,0.3801124449035938,0.7884108914991845,0.8971196305001398,Female,18,0.6292387776910617,0.634335083138554,0.8494741535164444,0.2962076341918795,0.9451995688007836,0.5096447286352559,0.6715845405033941,0.9041912314795476,0.3814793448871941,0.8610888279932983,0.5875931975651215,0.6079592755915987,0.5592352833883775,0.9317235025605088,0.8769070286633281
41,0.8681526636474838,0.4472713524135459,0.8964033986292325,0.9262267138079884,0.0668099051364616,Male,23,0.3154096232690834,0.7755492237079314,0.0105590132410653,0.3924507347479558,0.0224983885069861,0.2887490522859034,0.943892722111542,0.1518198008529796,0.3938612531918983,0.1653790680162433,0.280662752981933,0.7446496243438587,0.2233319455678255,0.4407251591836987,0.0180847781106745
21,0.6082473042937157,0.6993881758452759,0.7146916205022519,0.8210536301383391,0.689015740464099,Other,28,0.8905486891727988,0.619126136572948,0.2342168274297875,0.2692527142074301,0.8745531268775505,0.5070442501779973,0.52859116427057,0.722897603881763,0.1543012388707998,0.842320572691402,0.1479535017061014,0.7663727825697922,0.2138457998689734,0.683162261459865,0.4694904043712522
51,0.6082205206007385,0.075753902192448,0.3968638743254068,0.5854184851737081,0.1833637759997356,Male,49,0.1047304804997301,0.6799592669311602,0.574183408148134,0.9188663103947968,0.2822419925359378,0.6096117785462853,0.8824560840690115,0.8765087135418625,0.4798827731336842,0.9643143377102036,0.499906451860213,0.0449803518468553,0.4399741543565105,0.8596897108832379,0.1970565113504412
29,0.2741604857596861,0.1726954123528972,0.0368306817620562,0.1046652051991047,0.4033195745436618,Male,18,0.372290235234413,0.24670584365908,0.4962989200392894,0.3574806159730891,0.1535464862241323,0.1874109087349301,0.1128581142669377,0.4511888881704285,0.2509067330095134,0.3517437099499193,0.4188220464271516,0.6514406991971404,0.7424586819711259,0.9743356403194448,0.1418182816753627
21,0.1951427302596763,0.1121802534994755,0.6805465509205514,0.2683400089586391,0.3529621834327593,Male,27,0.311878237413565,0.1028652371746705,0.218674752338191,0.5410473289150917,0.4244337077586327,0.0679010581707197,0.6533781253554826,0.4157532990487382,0.1461826593883808,0.4230966426539276,0.2643486772185843,0.6715672303571509,0.3587354740718569,0.8144958377966636,0.1890197015275178
24,0.015263195102842,0.4719578339989531,0.138087379999515,0.7476860245729223,0.953384296965645,Female,20,0.4300427300763971,0.6098797276149638,0.2836297253823802,0.9222030332343776,0.0347635212440381,0.6639288315697587,0.5864753609101617,0.8053171529357048,0.4602771771397232,0.0042251835638275,0.7291710202000582,0.547445112768312,0.4152842883552189,0.1498317439428675,0.3117411732536196
60,0.568121660036365,0.0850518808545589,0.1910309259642512,0.6470754286481295,0.8785454377200398,Female,25,0.2148869136663515,0.9360565536968072,0.9029070603520234,0.9138131205284994,0.1911111038550734,0.5311199163959096,0.3896916388904504,0.5498240262470895,0.4876457819267116,0.2974076736087513,0.4160484428339552,0.7063063827075097,0.1279390334230177,0.7905030144054663,0.6402476432321818
23,0.4809107214757598,0.1510847833837092,0.9968296100162736,0.1274247308865227,0.4875456197049164,Female,20,0.8773632326301145,0.2954325914842989,0.0915762042520162,0.9141988098560762,0.6978878143573853,0.3633831782063312,0.0282471651579467,0.5104638221966845,0.1414305390485312,0.3508016168207407,0.4598214134069615,0.7627424000125005,0.7017645776803079,0.5553409460982929,0.092252701908611
36,0.2265335196316293,0.953382746537636,0.1318258206439946,0.1573158237086765,0.976892104436856,Other,39,0.4916520975234304,0.3064808733029159,0.8912680085168282,0.1115749229968763,0.5261310008299127,0.2612208212257068,0.8219374167908031,0.4575137528630284,0.8367325464808597,0.7328038090681379,0.7229735717056724,0.8243074994676785,0.1481771118836896,0.5535535024315398,0.3752008749536279
16,0.3539815710552533,0.8465104921374811,0.2853893353820411,0.4372832939157597,0.4220420619555891,Male,41,0.2780488015752947,0.8080609176877609,0.1574833573370294,0.0632094345799209,0.0886285256793427,0.4334548317626329,0.4737965512141996,0.4546586080636152,0.3689410394343186,0.276755998117159,0.6562298488212285,0.6268296443770152,0.4368026763535,0.8926253179651314,0.7453375269502946
48,0.5912146685058053,0.2972382869497734,0.0314993018375168,0.8973723766508265,0.0328747257839312,Other,56,0.4919270299832008,0.220428152196289,0.5599686102837453,0.403645356317998,0.8711177656055765,0.5963689977591118,0.4044759003976134,0.7473344009425663,0.0456316810110207,0.1161189142979187,0.2586771718029023,0.8627401616133674,0.2038933208706479,0.702198105589191,0.8531424293645734
48,0.6812738505111271,0.1526847390184806,0.9200662882070616,0.2533067410487044,0.6421037870748479,Female,21,0.233132263452142,0.1784561646526191,0.3538219715279911,0.5223615313954689,0.6863338433609374,0.5038543673972928,0.1186969412185509,0.3500722181961143,0.6792449428816186,0.1457267631189371,0.0559697905977595,0.1784780711077733,0.0968316943532762,0.1511817786801186,0.9475969596033448
16,0.600661787009591,0.211729362306287,0.9048951548135696,0.5587576255417221,0.3579269279716172,Female,55,0.2464645831149479,0.9747427495133733,0.7475677849578494,0.692483126836808,0.2919592864634728,0.1192615615247205,0.4544528321384913,0.5482902516881533,0.1532686727909611,0.4781528655155529,0.8146263627799286,0.4245787632110323,0.7794761631687347,0.0594136639819613,0.85157859368823
14,0.4213017490492279,0.6271749535884962,0.2147340097130601,0.0173607418478763,0.7170256603898203,Female,19,0.3394386662273225,0.2371597474508613,0.138572753526182,0.7304649772880452,0.1386671454064958,0.7114789008607807,0.686785219397637,0.8439457159051797,0.804268915596705,0.3731956949020659,0.9520727533823964,0.7719971141776583,0.0475088092244027,0.0150526731987694,0.9121766320040297
31,0.303813989620545,0.9434822184873788,0.5225875601956594,0.6988317343152857,0.0674551509011621,Female,36,0.3287510929730532,0.25074351065594,0.4509091628029238,0.0087650348988426,0.0312425092906563,0.0604490965167054,0.2321293342689376,0.412575897423368,0.2153796743555809,0.0066913703246187,0.0629236997399361,0.2029581570401017,0.8670756278820988,0.1351957343820451,0.6442331063518149
31,0.9547446960459312,0.990880860182428,0.3361000840914458,0.1611895761042961,0.0138607774587951,Other,20,0.2448496127110756,0.3991427942496607,0.165476692216453,0.7313122816245401,0.4007497660737719,0.8743575508038872,0.1762136501750929,0.5136437053477373,0.6076970985666471,0.2017251290097068,0.1350262497030417,0.7051051797626946,0.0836186163867417,0.9856847420813536,0.6420047474522207
